"","x"
"facilitates",1
"facilitating",2.84535093662244
"facilities",4.20133735884524
"facilities”",0
"facility",3.81747869521249
"facing",0
"facsimile",4.62158926168401
"fact",4.72274152356197
"faction",0
"facto",0
"factor",2.32208472761787
"factors",4.05366068968819
"factory",0.503258334775646
"facts",3.70687431659404
"factual",2.25
"factually",0
"fail",4.39541510944615
"failed",3.90972313028781
"failing",1.8716022614098
"fails",5.0271589622032
"failure",4.93121072747279
"failures",2.75
"fair",4.36601562018039
"fairly",3.58624882791698
"fairplay",0
"faith",5.03106063486348
"faithful",1.5
"faithfully",2.32192809488736
"fall",3.7216117239699
"falling",1.42991117097587
"falls",3.61634856607516
"false",1.84237099317711
"falsified",0
"familiar",1.58496250072116
"familiarization",0
"family",3.96888407053764
"fangshan",0
"fannie",0
"fans",0.91829583405449
"far",1.5
"fargo",0
"farid",0
"farm",0
"farman",0
"farmers",0
"farms",0
"fas",0
"fasb",0
"fashion",2
"fast",0
"fastened",0
"faster",0
"fatca",1.11304327599122
"father",1.91829583405449
"faucets",1.58496250072116
"fault",3.76226739065149
"faults",1.58496250072116
"faulty",1
"fauna",0
"favor",4.17873406324767
"favorable",3.5963175270436
"favorably",0
"favoring",0
"favour",1.25162916738782
"favourable",0
"favoured",0.45868581620054
"fax",3.70072979056987
"faxed",0
"faxes",0
"faxing",0
"fbci",0
"fbo",0
"fcc",0
"fcm",0
"fcpa",0
"fdic",1.25162916738782
"feasible",1.92192809488736
"feature",1.92192809488736
"featured",0
"features",0.266764987803026
"feb",0
"february",4.03744843952337
"federal",4.9591908450049
"federally",0
"fee",4.53332576705981
"feedback",0
"feeders",2
"feels",0
"fees",5.10067692732494
"feet",3.17236709265459
"feld",0
"feldmann",0
"feldt",0
"fema",0
"female",1
"feminine",3.41829583405449
"fences",0
"fernando",0
"ferrell",0
"fewer",2.26082031817166
"fff",0
"fha",0
"fhlmc",0
"fiber",0.970950594454669
"fica",1
"fictitious",0
"fide",3.78016070412001
"fidelity",1.44881563572518
"fiduciary",3.62105066473255
"field",1.54876891992098
"fields",0.110598810566275
"fifteen",4.42153344307031
"fifth",3.17474470169903
"fifty",3.62439631800048
"fight",0
"figueroa",0
"figure",0
"figures",2.22321967233551
"figuring",0
"file",4.68776856113453
"filed",4.67036191767961
"files",3.39270731992793
"filing",4.57872366857828
"filings",3.70620062043433
"fill",2.41938194564637
"filled",1.68547529722733
"filling",1
"film",0
"filming",0
"films",0
"filters",0
"filtration",0
"final",4.99655327623916
"finalization",0
"finalize",0
"finally",3.29156250200321
"finance",0.967779603450825
"financed",1.3217646036974
"finances",3.12192809488736
"financial",4.42925797898871
"financially",2.58496250072116
"financials",1.20864895095306
"financing",3.72722242778143
"financing”",0.91829583405449
"financings",0.811278124459133
"find",1.91829583405449
"finder",2.52192809488736
"finders",1.99865254687817
"finders’",0
"finding",2.11328333429487
"findings",1
"finds",1.92192809488736
"fine",0.866233934994808
"fines",3.76226739065149
"finish",2.49560292372901
"finished",2.64643934467102
"finishes",2.44643934467102
"finishing",0.91829583405449
"finland",0
"finley",0
"finnigan",0
"fire",3.56610786421434
"firearm",0
"firearms",0
"fireclay",0
"fired",0
"fires",2
"firing",0
"firm",3.55406875163131
"firm’s",0
"firm”",0
"firms",2.81507241011594
"firmware",0
"first",5.30951039188142
"firstly",0
"fiscal",3.59575923982209
"fish",0
"fit",2.94770277922009
"fitch",0
"fitness",3.30350885479768
"fitted",0
"fittings",0
"fitzgerald",1
"fitzsimons",0
"five",4.98914970676909
"fix",2
"fixed",3.91281824450691
"fixing",0
"fixture",1.58496250072116
"fixtures",3.32559524194307
"flach",0
"flags",0
"flame",0
"flammable",2
"flashings",0
"flawless",0
"fletc",0
"flexibility",0
"flexible",0.439496986921513
"flickinger",0
"floating",1.92192809488736
"flom",0
"flood",2.72758543921222
"flooding",0
"floods",2
"floor",2.88671392172599
"flooring",1
"floors",2.74298383392643
"flora",0
"florack",0
"florence",0.650022421648354
"flores",0
"florida",0.970950594454669
"flow",3.69026039096838
"flow”",0
"flowing",0
"flows",2.58429531609601
"flr",0
"fluctuating",0
"fluctuation",1
"fluctuations",1.58496250072116
"flue",1
"flues",0
"fluid",1
"fluids",1.31432048670618
"fluorescent",1.25162916738782
"flyreply",0
"fmv",0
"fnma",0
"foam",0
"focus",0.91829583405449
"foerster",0
"follow",4.20184123230257
"followed",3.89240711859288
"following",5.46890145874134
"followings",0
"follows",5.53381144158552
"food",2.15563906222957
"foods",0.59072391864065
"foodstuffs",0
"foot",2.30015301669771
"footage",2.62449961153114
"footages",0.811278124459133
"footings",0
"footnote",1
"footnotes",2.41938194564637
"footwear",0
"forbear",0
"force",5.45835393257619
"forces",1
"forcible",2.73215889136457
"ford",0
"forebear",0
"forecast",0
"forecasted",0
"forecasting",1
"forecasts",1.37095059445467
"foreclose",1
"foreclosed",0
"foreclosure",2.81410631097497
"foreclosures",0
"foregoing",5.02478631416561
"foregoingsubparagraphs",0
"foreign",3.83450386013602
"forensic",0
"foresee",0
"foreseeable",3.25162916738782
"foreseen",2.32192809488736
"forever",0.811278124459133
"forfeit",1.92192809488736
"forfeited",2.90563906222957
"forfeiting",0
"forfeits",0
"forfeiture",2.84535093662244
"forfeitures",2.12808527889139
"forged",0
"forgery",0
"forgive",0
"forgiven",0
"forgoing",0
"forklifts",1.58496250072116
"form",4.73283035711358
"forma",1.25329757846304
"formal",3.18200581476021
"formaldehyde",0
"formalities",0
"formality",0
"formally",1
"format",3.22109725005796
"formation",3.63255704014742
"formations",1
"formats",1.58496250072116
"formatted",0
"formatting",0
"formed",3.02698683335929
"former",3.38348944723243
"formerly",3.42733349389826
"forming",1
"forms",4.18123803095873
"formula",1.86957674631639
"formulae",0.91829583405449
"formulas",1.5
"forseeable",0
"forth",5.1732580273713
"forthcoming",0
"forthwith",3.68481002750391
"forty",4.12461337554455
"forum",3.93872187554087
"forward",3.57356822645831
"forwarded",1
"forwarding",1
"forwards",0
"fossil",0
"foster",0
"foul",2
"found",3.87966400490259
"foundation",2.52164063634332
"foundations",1.58496250072116
"founded",1
"founder",1.78230133786708
"founders",0.345117314944953
"fountains",1
"four",4.52393502970302
"fourteen",1.58496250072116
"fourth",1.99583294803818
"fourthly",0
"fourths",0
"fox",0
"fraction",3.24052826021671
"fractional",3.08418371977919
"fractions",0
"fragmentation",0
"fragmenting",0
"fragments",0
"frame",0.91829583405449
"framed",0
"frames",1
"framework",0
"france",1
"frances",0
"franchise",4.32971764937184
"franchisee",0
"franchisees",1
"franchises",2.04022392894185
"francis",1.5
"francisco",3.09758943353658
"francois",0
"frank",1.92192809488736
"franklin",0
"fraud",3.32781953111478
"frauds",0
"fraudulent",3.53257325750262
"fred",0.91829583405449
"freddie",0
"frederick",0
"fredy",0
"free",4.90487976201371
"freecause",0
"freed",1
"freedman",0
"freedom",1.58496250072116
"freely",1
"freeman",0
"freeway",0
"freezer",0
"freight",2.31175832060901
"fremont",1.22439444540599
"frequencies",0
"frequency",2.81507241011594
"frequently",1.58496250072116
"friable",0
"friction",0
"friday",2.91397707318275
"friendly",1.92192809488736
"fringe",2.15563906222957
"frivolous",0
"fromschedule",0
"front",0.650022421648354
"fronting",0.811278124459133
"fronts",0
"frozen",0.618003859767427
"frustration",1.95021206491475
"fsa",0
"fsac",0
"fsb",0
"fshco",0
"fshcos",0
"fuel",2.13410040521812
"fuels",0.811278124459133
"fujian",0
"fujisawa",0
"fulbright",0
"fulfill",3.37878349348618
"fulfilled",3.23592635062903
"fulfilling",1
"fulfillment",2.74894004700543
"fulfills",0
"fulfilment",0
"full",5.25341366608509
"fullest",3.91907957062417
"fully",4.86023233150873
"fultec",0
"fumanti",0
"fumes",0
"fumito",0
"funch",0
"function",2.60623892865339
"functional",0.811278124459133
"functionality",1.92192809488736
"functioning",1.58496250072116
"functions",3.87314067951313
"fund",3.61499511094502
"fund”",0
"fundamental",2.0104906917163
"funded",3.30869496956284
"funding",2.39898376503757
"fundraising",0
"funds",4.18090974964965
"funds”",0
"funeral",0.94566030460064
"furlong",0
"furnace",0
"furnaces",0
"furnish",4.55966557585
"furnished",4.3986815994614
"furnishes",0.91829583405449
"furnishing",3.37165352243933
"furnishings",2.62581458369391
"furniture",2.97915638679862
"furtherance",3.20869496956284
"furthering",0
"furthermore",2.72192809488736
"furtherthat",1
"fusion",0
"future",4.70899727460867
"futures",1.24067053167669
"fvs",0
"fye",0
"gaap",3.44631663444528
"gadsden",0
"gai",0
"gain",2.78989809546429
"gained",0
"gaines",0
"gainful",1
"gains",2.37455604838188
"gal",0
"gallons",0
"galvin",0
"gamble",0
"gambling",0
"gaming",0
"gang",0
"gao",0.91829583405449
"gap",0
"garage",0
"garages",0
"garbage",1.98082593622908
"garden",1
"gardening",0
"gardner",0.650022421648354
"garnishment",2.32192809488736
"gas",2.4101453369081
"gaseous",0
"gases",0
"gasoline",2.41308843642576
"gaston",0
"gate",1
"gates",0
"gateway",0
"gathering",0
"gave",0
"gem",0
"genardini",0
"gender",3.58418371977919
"genders",2.58496250072116
"gene",0
"general",5.25183253593563
"generalist",0
"generality",3.70370169605735
"generally",4.96929532342333
"generate",1.58496250072116
"generated",3.69784582308441
"generating",1.35203010175795
"generation",2.19968779473133
"generator",0.863120568566631
"generic",1
"generically",0
"genesee",0
"genessee",0
"genetics",0
"genomes",0
"genres",0
"gentlemen",2.69238060245497
"genuine",2.23592635062903
"genuineness",1
"genuserstd",0
"geographic",2.58496250072116
"geographical",0.91829583405449
"geologic",0
"george",2.12192809488736
"georgia",1.20751874963942
"geotechnical",0
"germain",0
"german",0.650022421648354
"germany",1.29169199713806
"get",0
"geyton",0
"ggg",0
"ggl",0
"ggv",0
"gibson",0
"giczkowski",0
"gift",0.91202529223902
"gifts",0.91829583405449
"gila",0
"gilbert",0.543564443199596
"gilhool",0
"gillette",0
"ginessa",0
"ginnie",0
"girod",0
"give",5.262785068752
"given",5.24039256161123
"gives",4.23043550051358
"giving",4.52952032056755
"glaser",0.940285958670631
"glass",2.41160221797467
"glassmelter",0
"glaxo",0
"gleberman",0
"global",3.20051390955108
"globally",0
"glossary",0.91829583405449
"gloves",0
"glynco",0
"gmac",0
"gmail",0
"gmam",0
"gmbh",1.06127812445913
"gnma",0
"gnu",0.91829583405449
"goal",1.25162916738782
"goals",1.14883485428092
"goble",0
"god",4.22192809488736
"godaddy",0
"goh",0
"going",3.25162916738782
"gold",0
"goldman",1.32501121082418
"good",5.35143773404848
"goodrich",0
"goods",3.67591268064934
"goodwill",3.75397005144751
"goodwin",0
"google",0
"gordon",0
"gorgas",0
"gottlieb",0
"goulston",0
"gov",0.91829583405449
"govern",3.86230087635729
"governance",2.26380917388355
"governed",5.07054621732402
"governing",5.10802966625669
"government",4.73198476284688
"governmental",4.6825691466637
"governmentally",0
"governments",1
"governors",2.41592206383517
"governs",2.32192809488736
"gpl",0.591672778582327
"grace",2.85122748095296
"grade",2.46967048737186
"graduated",0.91829583405449
"graham",0
"grain",0
"grammatical",0
"grams",0
"granada",0
"grand",1.72957395851362
"grandchild",0
"granddaughter",0
"grandfather",1
"grandfathered",0.811278124459133
"grandlich",0
"grandmother",1
"grandparent",0
"grandson",0
"granite",0
"grant",4.85732865150156
"granted",4.70113657430172
"grantee",1
"granting",3.3081573285182
"grantor",0.233856189702982
"grantors",0.255242113190192
"grants",4.55969126662181
"graphic",1
"graphics",0.91829583405449
"gratuitous",0
"gray",1
"grease",0
"great",0
"greater",4.36946428543907
"greatest",2.15563906222957
"greebel",0
"green",0
"greene",0
"greenford",0
"greenspan",0
"greenspring",0
"greetings",0
"greg",0
"gregory",0
"grid",1.58496250072116
"grievance",1.58128539467816
"grievances",1.7819370635467
"grievant",0
"grievants",0
"grindability",0
"grinder",0
"groblewski",0
"grooved",0
"gross",4.57449523686385
"ground",2.87400380156327
"grounded",0.91829583405449
"grounds",3.78714396069814
"groundwater",1.5
"group",3.3540155602216
"group”",1
"groups",0
"grove",0
"grow",1.45914791702724
"growing",0
"growth",1.65002242164835
"grp",0
"grubb",0
"gtat",0
"guan",0
"guang",0
"guangnian",0
"guarantee",3.56124242357548
"guaranteed",2.1932083280758
"guaranteeing",1.45914791702724
"guarantees",3.57198646157202
"guarantees”",0
"guaranties",3.00869496956284
"guarantor",2.65577889107302
"guarantor’s",0
"guarantors",1.29871643243093
"guaranty",3.07757280108023
"guard",2.52164063634332
"guardian",1
"guardianstr",0
"guards",2
"guests",1.45914791702724
"guidance",2.36852252772821
"guide",1.58496250072116
"guideline",2.40563906222957
"guidelines",3.50685585049044
"guides",0
"guilds",0
"guilty",3.10689059560852
"gulf",1
"gump",0
"gunderson",0.566509506552905
"gurarantor",0
"gutters",1
"gwr",0
"gypsum",0
"habit",0
"habitability",0
"hachigian",0
"hacienda",0
"hacker",1
"hackers",0
"haft",0
"haidian",1.95914791702724
"hairnets",0
"half",2.28394962600104
"hall",1
"halls",1.53049305675748
"hallways",2.25162916738782
"halted",0
"hamilton",1.52192809488736
"hammond",0
"hampshire",0
"hampton",0
"hancock",0
"hand",3.82683758784601
"handbill",0
"handbills",0
"handbooks",0
"handicap",0
"handle",2.25162916738782
"handled",1
"handley",0
"handling",3.42906679857686
"handover",0
"hands",0.91829583405449
"handsets",0
"handwritten",0
"hang",0
"hanging",0
"hangings",0
"hangzhou",0
"hanley",0
"hanstein",0
"hany",0
"hao",0
"happen",0
"happened",0
"happening",2.55591309517582
"harcourt",0
"hard",1.45914791702724
"hardcopy",0
"hardgrove",0
"hardscaped",0
"hardship",0
"hardware",3.19615478093287
"harlem",0
"harm",1.5
"harmed",0
"harmful",0
"harmless",4.96138804899683
"harmonious",1.58496250072116
"harrah’s",0
"harrell",0
"hart",0
"hartmut",0
"hartough",0
"hassan",0
"hat",0
"hatch",0
"hatched",0
"hatching",0
"hate",0
"hauer",0
"hawaiian",0
"hayden",0
"hayes",0
"hayward",0
"hazard",2.4006829536695
"hazardous",3.3723214597003
"hazards",1.14883485428092
"hcp",0
"head",1.92192809488736
"headers",0
"heading",2.05903910467485
"headings",4.90334332997179
"headquarters",0
"heads",0
"health",4.06922822263497
"hear",0
"heard",2.25162916738782
"hearing",2.33176637740213
"hearst",0
"heat",2.70689059560852
"heater",0
"heaters",0
"heating",2.4684334063236
"heavier",0
"heavy",2.23592635062903
"hebei",0
"hec",0
"heck",0
"hedge",1.54659356429494
"hedged",0.91829583405449
"hedges",0
"hedging",2.51201589561996
"heeled",0
"heels",0
"height",0
"heightened",0
"heirs",4.2824842613426
"held",5.02361819609641
"helen",0.721928094887362
"heloc",0
"helocs",0
"help",2.64160416786859
"helpdesk",0
"helped",0
"helper",0
"helpers",0
"helpful",0
"helps",0
"hendrie",0
"hennah",0
"hereafter",4.55087387731898
"hereby",4.94361191457998
"hereditaments",0
"herefrom",1
"herein",5.30158660009562
"hereinabove",2.25162916738782
"hereinafter",4.99955981454183
"hereinbefore",0
"hereinbelow",0
"hereinto",0
"hereof",4.83374137865603
"hereon",0
"hereto",5.10566217986994
"heretofore",3
"hereunder",4.97499056250842
"hereunto",1.79248125036058
"herewith",4.10303122398507
"heriberto",0
"herlihy",0
"herman",0
"heroin",0
"herrington",1
"hesketh",0
"hewitt",0
"hgi",0
"hhh",0
"hhs",0
"hierarchies",0
"hierarchy",0
"high",3.1333807190554
"higher",3.22741176164872
"highest",3.4430190302454
"highly",2.5
"highway",1.58496250072116
"hill",1.7987949406954
"hiller",0.91829583405449
"hills",0
"hinder",1.58496250072116
"hindered",0
"hindrance",1
"hing",0
"hirato",0
"hire",3.30346518960165
"hired",2.48644050169614
"hiring",1.5
"historic",0
"historical",2.58496250072116
"historically",1
"history",2.41160221797467
"hiv",0
"hkiac",0
"hoffman",0
"hoil",0
"hoist",0
"hold",5.06453007094503
"holdco",0.811278124459133
"holdco”",0
"holder",3.36634954734727
"holder’s",0
"holders",3.06013685086925
"holding",4.15398977053129
"holdings",2.93701116498016
"holdover",2.40666631674069
"holds",3.72892151770892
"holes",1.45914791702724
"holiday",1.95286390396718
"holidays",2.73803999114689
"holme",0
